user_id,age,gender,location,channel_name,category,channel_followers,channel_total_likes,channel_total_shares,channel_total_reposts,user_rating,watch_time_sec,interaction_score,last_watch_date
U110,43,Other,CanTho,@bacsi_chinhminh,Health,3604597,87810243,2039008,815603,1,20,0.002,11/10/2025
U110,43,Other,CanTho,@streamer_virus,Gaming,5790901,120692209,2499161,999664,4,67,0.736,11/7/2025
U110,43,Other,CanTho,@xe_hay_review,Auto,3242389,34705837,518222,207288,4,74,0.752,11/17/2025
U110,43,Other,CanTho,@netflix_vn,Movie,5523782,119424477,2483357,993342,4,177,0.79,11/21/2025
U110,43,Other,CanTho,@mixigaming,Gaming,7290837,112133680,1820871,728348,4,88,0.669,11/12/2025
U111,23,Other,HaiPhong,@yoga_tainha,Health,2128204,49993668,1213763,485505,2,17,0.13,11/6/2025
U111,23,Other,HaiPhong,@vtv24news,News,4412462,91404582,1957404,782961,5,157,0.952,11/23/2025
U111,23,Other,HaiPhong,@goc_lam_dep,Beauty,2392068,28855332,829657,331862,2,22,0.035,11/23/2025
U111,23,Other,HaiPhong,@kenh14_news,News,5144898,107675787,1939303,775721,3,53,0.586,11/21/2025
U111,23,Other,HaiPhong,@rapviet_official,Music,6552724,98021789,2469675,987870,5,160,0.918,11/6/2025
U111,23,Other,HaiPhong,@taichinh_canhan,Finance,2091837,48735420,1257149,502859,3,34,0.629,11/3/2025
U111,23,Other,HaiPhong,@ciin_dance,Dance,4416257,81453937,1378244,551297,2,2,0.246,11/8/2025
U111,23,Other,HaiPhong,@khoapug,Travel,5137163,54857798,1496626,598650,3,45,0.43,11/9/2025
U111,23,Other,HaiPhong,@showbiz_bi_mat,Entertainment,3045099,34505360,745423,298169,1,20,0.12,11/21/2025
U111,23,Other,HaiPhong,@bacsi_chinhminh,Health,3604597,87810243,2039008,815603,4,104,0.784,11/9/2025
U111,23,Other,HaiPhong,@changmakeup,Beauty,5054786,53112097,1508819,603527,3,57,0.407,11/19/2025
U111,23,Other,HaiPhong,@lichsu_vietnam,Education,1877074,39076903,832885,333154,3,40,0.459,11/24/2025
U112,45,Female,HCM,@vtv24news,News,4412462,91404582,1957404,782961,4,129,0.714,11/14/2025
U112,45,Female,HCM,@bacsi_chinhminh,Health,3604597,87810243,2039008,815603,4,116,0.778,11/17/2025
U112,45,Female,HCM,@ciin_dance,Dance,4416257,81453937,1378244,551297,4,180,0.771,11/30/2025
U112,45,Female,HCM,@netflix_vn,Movie,5523782,119424477,2483357,993342,5,397,0.985,11/5/2025
U112,45,Female,HCM,@schannel,Review,4383898,46711815,1228894,491557,5,269,0.972,11/16/2025
U112,45,Female,HCM,@checkin_vietnam,Travel,3189533,39182714,939562,375824,1,22,0.279,11/30/2025
U113,25,Male,DaNang,@meo_map_u,Pets,2479906,52474387,953522,381408,1,26,0.351,11/28/2025
U113,25,Male,DaNang,@music_trending_vn,Music,3625739,37471871,393496,157398,2,3,0.056,11/27/2025
U113,25,Male,DaNang,@batdongsan_thucte,RealEstate,1614492,18481707,275210,110084,4,108,0.667,11/21/2025
U113,25,Male,DaNang,@phim_review_nhanh,Movie,3187090,42973696,705103,282041,3,45,0.411,11/29/2025
U113,25,Male,DaNang,@pet_cute_vn,Pets,3757230,67409072,892566,357026,1,21,0.368,11/13/2025
U114,40,Male,DaNang,@vtv24news,News,4412462,91404582,1957404,782961,5,303,0.957,11/5/2025
U114,40,Male,DaNang,@vatly_thuchanh,Education,1616754,18007797,246575,98630,4,65,0.658,11/18/2025
U114,40,Male,DaNang,@lichsu_vietnam,Education,1877074,39076903,832885,333154,5,411,0.876,11/14/2025
U114,40,Male,DaNang,@music_trending_vn,Music,3625739,37471871,393496,157398,3,48,0.428,11/30/2025
U114,40,Male,DaNang,@chungkhoan_abc,Finance,2062340,23389139,621478,248591,1,29,0.021,11/16/2025
U114,40,Male,DaNang,@dantri_official,News,4710642,77754076,1370508,548203,4,129,0.8,11/11/2025
U114,40,Male,DaNang,@hongocha,Music,6074570,95811027,1603990,641596,3,60,0.526,11/21/2025
U114,40,Male,DaNang,@showbiz_bi_mat,Entertainment,3045099,34505360,745423,298169,4,127,0.764,11/14/2025
U114,40,Male,DaNang,@khoapug,Travel,5137163,54857798,1496626,598650,3,58,0.468,11/3/2025
U114,40,Male,DaNang,@ielts_fighter,Education,2452160,57941501,598588,239435,5,458,0.957,11/19/2025
U114,40,Male,DaNang,@fashion_week_vn,Fashion,2522436,41597430,1188565,475426,4,116,0.678,11/26/2025
U114,40,Male,DaNang,@schannel,Review,4383898,46711815,1228894,491557,4,163,0.796,11/17/2025
U114,40,Male,DaNang,@tips_congnghe,Tech,1963008,36500796,947262,378904,4,103,0.71,11/29/2025
U115,53,Female,CanTho,@ciin_dance,Dance,4416257,81453937,1378244,551297,4,147,0.661,11/26/2025
U115,53,Female,CanTho,@netflix_vn,Movie,5523782,119424477,2483357,993342,2,17,0.037,11/24/2025
U115,53,Female,CanTho,@hanoi_foodie,Food,2616265,30523892,895688,358275,3,41,0.428,11/25/2025
U115,53,Female,CanTho,@hongocha,Music,6074570,95811027,1603990,641596,3,38,0.488,11/2/2025
U115,53,Female,CanTho,@vatly_thuchanh,Education,1616754,18007797,246575,98630,3,38,0.561,11/6/2025
U115,53,Female,CanTho,@khoapug,Travel,5137163,54857798,1496626,598650,5,245,0.983,11/9/2025
U116,15,Other,CanTho,@schannel,Review,4383898,46711815,1228894,491557,4,104,0.721,11/7/2025
U116,15,Other,CanTho,@vatly_thuchanh,Education,1616754,18007797,246575,98630,3,45,0.468,11/20/2025
U116,15,Other,CanTho,@pubg_mobile_vn,Gaming,4306025,100984402,2477906,991162,4,145,0.791,11/23/2025
U116,15,Other,CanTho,@music_trending_vn,Music,3625739,37471871,393496,157398,3,37,0.457,12/1/2025
U116,15,Other,CanTho,@tips_congnghe,Tech,1963008,36500796,947262,378904,3,45,0.463,11/6/2025
U116,15,Other,CanTho,@vatvo_studio,Tech,4553155,68601295,1017022,406808,3,36,0.52,11/20/2025
U116,15,Other,CanTho,@khoapug,Travel,5137163,54857798,1496626,598650,5,562,0.853,11/27/2025
U116,15,Other,CanTho,@hongocha,Music,6074570,95811027,1603990,641596,2,16,0.235,11/17/2025
U116,15,Other,CanTho,@duytham,Tech,5390827,61607220,1121879,448751,5,515,0.922,11/2/2025
U116,15,Other,CanTho,@showbiz_bi_mat,Entertainment,3045099,34505360,745423,298169,3,54,0.468,11/4/2025
U116,15,Other,CanTho,@netflix_vn,Movie,5523782,119424477,2483357,993342,5,377,0.992,11/2/2025
U116,15,Other,CanTho,@mixigaming,Gaming,7290837,112133680,1820871,728348,4,148,0.829,11/21/2025
U116,15,Other,CanTho,@bongda_plus,Sports,4233678,60654861,1147015,458806,2,24,0.155,11/29/2025
U116,15,Other,CanTho,@vtv24news,News,4412462,91404582,1957404,782961,5,125,0.867,11/6/2025
U117,21,Male,HaiPhong,@checkin_vietnam,Travel,3189533,39182714,939562,375824,5,406,0.855,11/19/2025
U117,21,Male,HaiPhong,@fashion_week_vn,Fashion,2522436,41597430,1188565,475426,4,117,0.711,11/21/2025
U117,21,Male,HaiPhong,@hanoi_foodie,Food,2616265,30523892,895688,358275,3,57,0.502,11/24/2025
U117,21,Male,HaiPhong,@goc_lam_dep,Beauty,2392068,28855332,829657,331862,1,28,0.26,11/19/2025
U117,21,Male,HaiPhong,@showbiz_bi_mat,Entertainment,3045099,34505360,745423,298169,3,36,0.41,11/8/2025
U117,21,Male,HaiPhong,@ciin_dance,Dance,4416257,81453937,1378244,551297,4,96,0.837,11/14/2025
U117,21,Male,HaiPhong,@beduy_food,Food,2796437,44839552,1184534,473813,4,179,0.709,11/3/2025
U117,21,Male,HaiPhong,@phim_review_nhanh,Movie,3187090,42973696,705103,282041,4,141,0.788,11/3/2025
U117,21,Male,HaiPhong,@pet_cute_vn,Pets,3757230,67409072,892566,357026,3,59,0.471,11/5/2025
U117,21,Male,HaiPhong,@music_trending_vn,Music,3625739,37471871,393496,157398,5,130,0.955,11/25/2025
U117,21,Male,HaiPhong,@meo_map_u,Pets,2479906,52474387,953522,381408,1,19,0.081,11/17/2025
U118,50,Other,CanTho,@bongda_plus,Sports,4233678,60654861,1147015,458806,2,24,0.275,11/8/2025
U118,50,Other,CanTho,@batdongsan_thucte,RealEstate,1614492,18481707,275210,110084,5,308,0.883,11/10/2025
U118,50,Other,CanTho,@lienquan_mobile,Gaming,6454966,80971801,1836159,734463,5,513,0.899,11/23/2025
U118,50,Other,CanTho,@localbrand_vn,Fashion,2109811,43162485,824651,329860,4,97,0.67,11/13/2025
U118,50,Other,CanTho,@yoga_tainha,Health,2128204,49993668,1213763,485505,4,178,0.717,11/27/2025
U118,50,Other,CanTho,@bacsi_chinhminh,Health,3604597,87810243,2039008,815603,5,245,0.991,11/9/2025
U118,50,Other,CanTho,@nauan_cung_toi,Food,1843898,20850579,485528,194211,1,25,0.079,11/5/2025
U118,50,Other,CanTho,@vatly_thuchanh,Education,1616754,18007797,246575,98630,5,291,0.909,12/1/2025
U118,50,Other,CanTho,@rapviet_official,Music,6552724,98021789,2469675,987870,3,39,0.596,11/10/2025
U119,44,Female,DaNang,@haithoai_tv,Comedy,3913344,58851980,1163047,465218,4,172,0.706,11/29/2025
U119,44,Female,DaNang,@hongocha,Music,6074570,95811027,1603990,641596,5,175,0.899,11/16/2025
U119,44,Female,DaNang,@kenh14_news,News,5144898,107675787,1939303,775721,5,166,0.977,11/6/2025
U119,44,Female,DaNang,@vatvo_studio,Tech,4553155,68601295,1017022,406808,2,7,0.253,11/23/2025
U119,44,Female,DaNang,@yoga_tainha,Health,2128204,49993668,1213763,485505,4,99,0.735,11/2/2025
U119,44,Female,DaNang,@streamer_virus,Gaming,5790901,120692209,2499161,999664,4,113,0.771,11/15/2025
U119,44,Female,DaNang,@bongda_plus,Sports,4233678,60654861,1147015,458806,1,17,0.042,11/11/2025
U119,44,Female,DaNang,@beduy_food,Food,2796437,44839552,1184534,473813,4,88,0.815,11/12/2025
U119,44,Female,DaNang,@toc_dep_moingay,Beauty,1639506,32542852,558276,223310,3,51,0.567,11/30/2025
U119,44,Female,DaNang,@netflix_vn,Movie,5523782,119424477,2483357,993342,2,18,0.277,11/1/2025
U120,52,Male,DaNang,@rapviet_official,Music,6552724,98021789,2469675,987870,3,49,0.514,11/15/2025
U120,52,Male,DaNang,@netflix_vn,Movie,5523782,119424477,2483357,993342,4,104,0.795,11/18/2025
U120,52,Male,DaNang,@lichsu_vietnam,Education,1877074,39076903,832885,333154,2,11,0.349,11/7/2025
U120,52,Male,DaNang,@yoga_tainha,Health,2128204,49993668,1213763,485505,3,51,0.415,11/4/2025
U120,52,Male,DaNang,@localbrand_vn,Fashion,2109811,43162485,824651,329860,4,108,0.829,11/10/2025
U120,52,Male,DaNang,@haithoai_tv,Comedy,3913344,58851980,1163047,465218,4,134,0.821,12/1/2025
U121,27,Male,Hanoi,@ciin_dance,Dance,4416257,81453937,1378244,551297,4,116,0.76,11/13/2025
U121,27,Male,Hanoi,@dantri_official,News,4710642,77754076,1370508,548203,1,12,0.04,11/5/2025
U121,27,Male,Hanoi,@netflix_vn,Movie,5523782,119424477,2483357,993342,2,15,0.122,11/15/2025
U121,27,Male,Hanoi,@music_trending_vn,Music,3625739,37471871,393496,157398,3,38,0.576,11/20/2025
U121,27,Male,Hanoi,@kenh14_news,News,5144898,107675787,1939303,775721,5,147,0.97,11/14/2025
U121,27,Male,Hanoi,@vatvo_studio,Tech,4553155,68601295,1017022,406808,2,9,0.098,11/8/2025
U121,27,Male,Hanoi,@khoapug,Travel,5137163,54857798,1496626,598650,2,11,0.312,11/4/2025
U121,27,Male,Hanoi,@showbiz_bi_mat,Entertainment,3045099,34505360,745423,298169,4,132,0.686,11/9/2025
U121,27,Male,Hanoi,@haithoai_tv,Comedy,3913344,58851980,1163047,465218,4,167,0.823,11/5/2025
U121,27,Male,Hanoi,@chanhtuoireview,Travel,2721741,37674505,775053,310021,4,143,0.737,11/14/2025
U121,27,Male,Hanoi,@changmakeup,Beauty,5054786,53112097,1508819,603527,4,78,0.721,11/24/2025
U121,27,Male,Hanoi,@mixigaming,Gaming,7290837,112133680,1820871,728348,3,52,0.618,11/8/2025
U122,37,Male,Hanoi,@lienquan_mobile,Gaming,6454966,80971801,1836159,734463,3,35,0.534,12/1/2025
U122,37,Male,Hanoi,@toc_dep_moingay,Beauty,1639506,32542852,558276,223310,4,173,0.758,11/27/2025
U122,37,Male,Hanoi,@streamer_virus,Gaming,5790901,120692209,2499161,999664,5,210,0.94,11/21/2025
U122,37,Male,Hanoi,@checkin_vietnam,Travel,3189533,39182714,939562,375824,5,511,0.863,11/20/2025
U122,37,Male,Hanoi,@showbiz_bi_mat,Entertainment,3045099,34505360,745423,298169,5,304,0.86,11/12/2025
U122,37,Male,Hanoi,@nhay_cung_idol,Dance,2962202,30938161,893025,357210,3,55,0.515,11/16/2025
U122,37,Male,Hanoi,@music_trending_vn,Music,3625739,37471871,393496,157398,3,32,0.437,11/7/2025
U122,37,Male,Hanoi,@tips_congnghe,Tech,1963008,36500796,947262,378904,5,144,0.92,11/19/2025
U122,37,Male,Hanoi,@vatvo_studio,Tech,4553155,68601295,1017022,406808,5,209,0.995,11/17/2025
U122,37,Male,Hanoi,@localbrand_vn,Fashion,2109811,43162485,824651,329860,3,41,0.405,11/13/2025
U122,37,Male,Hanoi,@xe_hay_review,Auto,3242389,34705837,518222,207288,5,535,0.913,11/5/2025
U122,37,Male,Hanoi,@gym_motivation,Health,2507999,53077938,1028534,411413,4,106,0.765,11/29/2025
U122,37,Male,Hanoi,@longchun,Comedy,4877399,50625261,624520,249808,2,16,0.228,11/16/2025
U122,37,Male,Hanoi,@nauan_cung_toi,Food,1843898,20850579,485528,194211,5,194,0.853,11/16/2025
U123,37,Female,Hanoi,@meo_map_u,Pets,2479906,52474387,953522,381408,4,164,0.702,11/22/2025
U123,37,Female,Hanoi,@english_daily,Education,2085683,22029838,365666,146266,3,52,0.536,11/3/2025
U123,37,Female,Hanoi,@nauan_cung_toi,Food,1843898,20850579,485528,194211,5,463,0.896,11/13/2025
U123,37,Female,Hanoi,@bacsi_chinhminh,Health,3604597,87810243,2039008,815603,5,140,0.943,11/9/2025
U123,37,Female,Hanoi,@daily_vlog_an,Vlog,1805404,36587930,1065347,426138,5,240,0.973,11/17/2025
U123,37,Female,Hanoi,@batdongsan_thucte,RealEstate,1614492,18481707,275210,110084,3,32,0.597,11/6/2025
U123,37,Female,Hanoi,@streamer_virus,Gaming,5790901,120692209,2499161,999664,4,89,0.656,11/20/2025
U123,37,Female,Hanoi,@nhay_cung_idol,Dance,2962202,30938161,893025,357210,5,355,0.939,11/22/2025
U123,37,Female,Hanoi,@lienquan_mobile,Gaming,6454966,80971801,1836159,734463,4,130,0.686,11/13/2025
U124,17,Male,Hanoi,@streamer_virus,Gaming,5790901,120692209,2499161,999664,4,149,0.77,11/25/2025
U124,17,Male,Hanoi,@fashion_week_vn,Fashion,2522436,41597430,1188565,475426,5,540,0.953,11/29/2025
U124,17,Male,Hanoi,@khoapug,Travel,5137163,54857798,1496626,598650,2,17,0.024,11/26/2025
U124,17,Male,Hanoi,@goc_lam_dep,Beauty,2392068,28855332,829657,331862,4,101,0.703,11/24/2025
U124,17,Male,Hanoi,@meo_map_u,Pets,2479906,52474387,953522,381408,4,109,0.661,11/4/2025
U124,17,Male,Hanoi,@kenh14_news,News,5144898,107675787,1939303,775721,3,31,0.627,11/28/2025
U124,17,Male,Hanoi,@toc_dep_moingay,Beauty,1639506,32542852,558276,223310,5,448,0.868,11/16/2025
U124,17,Male,Hanoi,@taichinh_canhan,Finance,2091837,48735420,1257149,502859,5,512,0.976,11/23/2025
U124,17,Male,Hanoi,@chungkhoan_abc,Finance,2062340,23389139,621478,248591,4,138,0.809,11/18/2025
U124,17,Male,Hanoi,@nauan_cung_toi,Food,1843898,20850579,485528,194211,5,458,0.943,11/3/2025
U124,17,Male,Hanoi,@localbrand_vn,Fashion,2109811,43162485,824651,329860,3,48,0.582,11/1/2025
U124,17,Male,Hanoi,@pet_cute_vn,Pets,3757230,67409072,892566,357026,3,52,0.542,11/21/2025
U125,27,Female,HaiPhong,@nauan_cung_toi,Food,1843898,20850579,485528,194211,1,14,0.331,11/25/2025
U125,27,Female,HaiPhong,@yoga_tainha,Health,2128204,49993668,1213763,485505,5,169,0.986,11/1/2025
U125,27,Female,HaiPhong,@saigon_amthuc,Food,2641912,54601394,640038,256015,4,144,0.704,11/18/2025
U125,27,Female,HaiPhong,@streamer_virus,Gaming,5790901,120692209,2499161,999664,2,29,0.346,12/1/2025
U125,27,Female,HaiPhong,@showbiz_bi_mat,Entertainment,3045099,34505360,745423,298169,4,79,0.798,11/11/2025
U125,27,Female,HaiPhong,@lichsu_vietnam,Education,1877074,39076903,832885,333154,4,152,0.748,11/24/2025
U125,27,Female,HaiPhong,@manchester_vn,Sports,4921955,89810131,1229895,491958,5,322,0.991,11/24/2025
U125,27,Female,HaiPhong,@vtv24news,News,4412462,91404582,1957404,782961,3,59,0.405,11/22/2025
U126,19,Other,HaiPhong,@toc_dep_moingay,Beauty,1639506,32542852,558276,223310,3,39,0.534,11/13/2025
U126,19,Other,HaiPhong,@pubg_mobile_vn,Gaming,4306025,100984402,2477906,991162,5,429,0.891,11/28/2025
U126,19,Other,HaiPhong,@phim_review_nhanh,Movie,3187090,42973696,705103,282041,1,21,0.304,11/20/2025
U126,19,Other,HaiPhong,@bacsi_chinhminh,Health,3604597,87810243,2039008,815603,1,11,0.187,11/7/2025
U126,19,Other,HaiPhong,@schannel,Review,4383898,46711815,1228894,491557,3,34,0.401,11/12/2025
U126,19,Other,HaiPhong,@chanhtuoireview,Travel,2721741,37674505,775053,310021,4,129,0.686,11/21/2025
U126,19,Other,HaiPhong,@pet_cute_vn,Pets,3757230,67409072,892566,357026,1,11,0.336,11/4/2025
U126,19,Other,HaiPhong,@dantri_official,News,4710642,77754076,1370508,548203,5,490,0.874,11/9/2025
U126,19,Other,HaiPhong,@vtv24news,News,4412462,91404582,1957404,782961,3,41,0.565,11/8/2025
U126,19,Other,HaiPhong,@ielts_fighter,Education,2452160,57941501,598588,239435,5,319,0.865,11/28/2025
U126,19,Other,HaiPhong,@batdongsan_thucte,RealEstate,1614492,18481707,275210,110084,5,299,0.998,11/15/2025
U126,19,Other,HaiPhong,@music_trending_vn,Music,3625739,37471871,393496,157398,5,363,0.949,11/29/2025
U126,19,Other,HaiPhong,@1977vlog,Comedy,4643578,110004314,1181951,472780,5,279,0.902,11/8/2025
U127,47,Other,HCM,@pubg_mobile_vn,Gaming,4306025,100984402,2477906,991162,1,2,0.263,11/18/2025
U127,47,Other,HCM,@gym_motivation,Health,2507999,53077938,1028534,411413,3,40,0.531,11/4/2025
U127,47,Other,HCM,@bacsi_chinhminh,Health,3604597,87810243,2039008,815603,3,46,0.427,11/22/2025
U127,47,Other,HCM,@english_daily,Education,2085683,22029838,365666,146266,3,52,0.502,11/21/2025
U127,47,Other,HCM,@mixigaming,Gaming,7290837,112133680,1820871,728348,3,47,0.632,11/9/2025
U127,47,Other,HCM,@saigon_amthuc,Food,2641912,54601394,640038,256015,4,153,0.723,11/19/2025
U127,47,Other,HCM,@meo_map_u,Pets,2479906,52474387,953522,381408,3,37,0.534,11/2/2025
U127,47,Other,HCM,@ielts_fighter,Education,2452160,57941501,598588,239435,3,45,0.469,11/14/2025
U127,47,Other,HCM,@showbiz_bi_mat,Entertainment,3045099,34505360,745423,298169,1,15,0.162,11/25/2025
U127,47,Other,HCM,@nauan_cung_toi,Food,1843898,20850579,485528,194211,5,229,0.926,11/26/2025
U127,47,Other,HCM,@rapviet_official,Music,6552724,98021789,2469675,987870,4,93,0.812,11/29/2025
U127,47,Other,HCM,@beduy_food,Food,2796437,44839552,1184534,473813,4,171,0.666,11/10/2025
U127,47,Other,HCM,@schannel,Review,4383898,46711815,1228894,491557,3,44,0.454,11/22/2025
U127,47,Other,HCM,@hanoi_foodie,Food,2616265,30523892,895688,358275,4,114,0.776,11/6/2025
U127,47,Other,HCM,@kenh14_news,News,5144898,107675787,1939303,775721,4,72,0.718,11/16/2025
U128,30,Male,DaNang,@saigon_amthuc,Food,2641912,54601394,640038,256015,1,3,0.264,11/13/2025
U128,30,Male,DaNang,@haithoai_tv,Comedy,3913344,58851980,1163047,465218,4,91,0.665,11/8/2025
U128,30,Male,DaNang,@netflix_vn,Movie,5523782,119424477,2483357,993342,5,367,0.934,11/16/2025
U128,30,Male,DaNang,@hanoi_foodie,Food,2616265,30523892,895688,358275,3,49,0.563,11/8/2025
U128,30,Male,DaNang,@yoga_tainha,Health,2128204,49993668,1213763,485505,4,72,0.763,11/28/2025
U128,30,Male,DaNang,@longchun,Comedy,4877399,50625261,624520,249808,5,217,0.988,11/23/2025
U129,34,Other,CanTho,@gym_motivation,Health,2507999,53077938,1028534,411413,4,114,0.792,11/14/2025
U129,34,Other,CanTho,@haithoai_tv,Comedy,3913344,58851980,1163047,465218,4,180,0.725,11/19/2025
U129,34,Other,CanTho,@localbrand_vn,Fashion,2109811,43162485,824651,329860,4,118,0.727,11/19/2025
U129,34,Other,CanTho,@checkin_vietnam,Travel,3189533,39182714,939562,375824,5,191,0.9,11/1/2025
U129,34,Other,CanTho,@showbiz_bi_mat,Entertainment,3045099,34505360,745423,298169,4,67,0.816,11/12/2025
U129,34,Other,CanTho,@dantri_official,News,4710642,77754076,1370508,548203,5,418,0.894,11/25/2025
U130,35,Male,HaiPhong,@netflix_vn,Movie,5523782,119424477,2483357,993342,4,150,0.817,11/13/2025
U130,35,Male,HaiPhong,@vatvo_studio,Tech,4553155,68601295,1017022,406808,2,5,0.295,11/2/2025
U130,35,Male,HaiPhong,@1977vlog,Comedy,4643578,110004314,1181951,472780,5,200,0.909,11/15/2025
U130,35,Male,HaiPhong,@giadinh_cam,Vlog,3388037,42069510,868121,347248,1,9,0.222,11/15/2025
U130,35,Male,HaiPhong,@hongocha,Music,6074570,95811027,1603990,641596,2,28,0.072,11/1/2025
U130,35,Male,HaiPhong,@rapviet_official,Music,6552724,98021789,2469675,987870,2,21,0.183,11/30/2025
U130,35,Male,HaiPhong,@longchun,Comedy,4877399,50625261,624520,249808,5,145,0.933,11/20/2025
U130,35,Male,HaiPhong,@ciin_dance,Dance,4416257,81453937,1378244,551297,5,393,0.942,11/8/2025
U130,35,Male,HaiPhong,@mixigaming,Gaming,7290837,112133680,1820871,728348,4,73,0.717,11/18/2025
U130,35,Male,HaiPhong,@duytham,Tech,5390827,61607220,1121879,448751,1,20,0.053,11/20/2025
U130,35,Male,HaiPhong,@hanoi_foodie,Food,2616265,30523892,895688,358275,2,17,0.053,11/23/2025
U131,29,Other,DaNang,@tips_congnghe,Tech,1963008,36500796,947262,378904,2,15,0.191,11/4/2025
U131,29,Other,DaNang,@saigon_amthuc,Food,2641912,54601394,640038,256015,3,33,0.404,11/23/2025
U131,29,Other,DaNang,@1977vlog,Comedy,4643578,110004314,1181951,472780,5,335,0.868,11/5/2025
U131,29,Other,DaNang,@lichsu_vietnam,Education,1877074,39076903,832885,333154,5,496,0.97,11/7/2025
U131,29,Other,DaNang,@chungkhoan_abc,Finance,2062340,23389139,621478,248591,2,14,0.044,11/17/2025
U131,29,Other,DaNang,@lienquan_mobile,Gaming,6454966,80971801,1836159,734463,3,49,0.532,11/1/2025
U131,29,Other,DaNang,@fashion_week_vn,Fashion,2522436,41597430,1188565,475426,5,523,0.876,11/1/2025
U131,29,Other,DaNang,@kenh14_news,News,5144898,107675787,1939303,775721,5,318,0.917,11/13/2025
U131,29,Other,DaNang,@ielts_fighter,Education,2452160,57941501,598588,239435,4,118,0.698,11/25/2025
U131,29,Other,DaNang,@duytham,Tech,5390827,61607220,1121879,448751,3,39,0.414,11/1/2025
U131,29,Other,DaNang,@music_trending_vn,Music,3625739,37471871,393496,157398,4,85,0.798,11/4/2025
U132,15,Female,CanTho,@daily_vlog_an,Vlog,1805404,36587930,1065347,426138,5,137,0.852,12/1/2025
U132,15,Female,CanTho,@localbrand_vn,Fashion,2109811,43162485,824651,329860,3,57,0.566,11/14/2025
U132,15,Female,CanTho,@khoapug,Travel,5137163,54857798,1496626,598650,3,42,0.466,11/12/2025
U132,15,Female,CanTho,@pubg_mobile_vn,Gaming,4306025,100984402,2477906,991162,2,2,0.282,11/9/2025
U132,15,Female,CanTho,@chungkhoan_abc,Finance,2062340,23389139,621478,248591,2,6,0.138,11/18/2025
U132,15,Female,CanTho,@bacsi_chinhminh,Health,3604597,87810243,2039008,815603,2,25,0.34,11/2/2025
U132,15,Female,CanTho,@goc_lam_dep,Beauty,2392068,28855332,829657,331862,2,18,0.129,11/22/2025
U132,15,Female,CanTho,@checkin_vietnam,Travel,3189533,39182714,939562,375824,4,82,0.817,11/29/2025
U132,15,Female,CanTho,@toc_dep_moingay,Beauty,1639506,32542852,558276,223310,4,177,0.724,11/18/2025
U132,15,Female,CanTho,@lienquan_mobile,Gaming,6454966,80971801,1836159,734463,2,8,0.238,11/10/2025
U132,15,Female,CanTho,@mixigaming,Gaming,7290837,112133680,1820871,728348,4,83,0.709,11/12/2025
U132,15,Female,CanTho,@taichinh_canhan,Finance,2091837,48735420,1257149,502859,4,108,0.757,11/15/2025
U132,15,Female,CanTho,@vtv24news,News,4412462,91404582,1957404,782961,4,123,0.747,11/23/2025
U133,28,Female,CanTho,@schannel,Review,4383898,46711815,1228894,491557,4,70,0.755,11/11/2025
U133,28,Female,CanTho,@hongocha,Music,6074570,95811027,1603990,641596,5,232,0.933,11/25/2025
U133,28,Female,CanTho,@chanhtuoireview,Travel,2721741,37674505,775053,310021,2,23,0.203,11/8/2025
U133,28,Female,CanTho,@vatvo_studio,Tech,4553155,68601295,1017022,406808,4,141,0.803,11/27/2025
U133,28,Female,CanTho,@longchun,Comedy,4877399,50625261,624520,249808,2,4,0.211,11/3/2025
U133,28,Female,CanTho,@toc_dep_moingay,Beauty,1639506,32542852,558276,223310,5,328,0.855,11/13/2025
U134,39,Male,DaNang,@daily_vlog_an,Vlog,1805404,36587930,1065347,426138,4,145,0.682,11/8/2025
U134,39,Male,DaNang,@gym_motivation,Health,2507999,53077938,1028534,411413,2,26,0.381,11/28/2025
U134,39,Male,DaNang,@hanoi_foodie,Food,2616265,30523892,895688,358275,3,48,0.459,11/4/2025
U134,39,Male,DaNang,@saigon_amthuc,Food,2641912,54601394,640038,256015,1,20,0.367,11/19/2025
U134,39,Male,DaNang,@streamer_virus,Gaming,5790901,120692209,2499161,999664,1,7,0.234,11/18/2025
U135,52,Female,DaNang,@fashion_week_vn,Fashion,2522436,41597430,1188565,475426,3,60,0.495,11/9/2025
U135,52,Female,DaNang,@schannel,Review,4383898,46711815,1228894,491557,4,96,0.785,11/25/2025
U135,52,Female,DaNang,@toc_dep_moingay,Beauty,1639506,32542852,558276,223310,3,58,0.539,11/29/2025
U135,52,Female,DaNang,@vatvo_studio,Tech,4553155,68601295,1017022,406808,3,47,0.613,11/10/2025
U135,52,Female,DaNang,@mixigaming,Gaming,7290837,112133680,1820871,728348,1,23,0.3,11/22/2025
U135,52,Female,DaNang,@xe_hay_review,Auto,3242389,34705837,518222,207288,2,20,0.179,11/26/2025
U135,52,Female,DaNang,@checkin_vietnam,Travel,3189533,39182714,939562,375824,5,127,0.961,11/29/2025
U135,52,Female,DaNang,@gym_motivation,Health,2507999,53077938,1028534,411413,2,29,0.368,11/7/2025
U135,52,Female,DaNang,@lichsu_vietnam,Education,1877074,39076903,832885,333154,3,53,0.621,11/3/2025
U135,52,Female,DaNang,@ielts_fighter,Education,2452160,57941501,598588,239435,1,4,0.238,11/21/2025
U135,52,Female,DaNang,@dantri_official,News,4710642,77754076,1370508,548203,5,248,0.981,11/22/2025
